Places,Location,Category,Likes_oount
"Mountain Of Fire And Miracles Ministries, Mafoluku",Lagos,Place of worship,0
"Etisalat Experience Centre, Surulere",Lagos,Building,0
"Etisalat, Ojuelegba",Lagos,Building,0
"Etisalat Experience Centre, Okota",Lagos,Building,0
"Etisalat E-Centre Kiosk, Yaba",Lagos,Building,0
"Etisalat Experience Center, Oshodi",Lagos,Building,0
"Etisalat Experience Center, Yaba",Lagos,Building,0
"Etisalat Experience Center, Mushin",Lagos,Building,0
"Etisalat Experience Center, Marina",Lagos,Building,0
"The Roding Medical Centre, Ojodu",Lagos,Hospital,0
"Unique Baby Store, Ikeja",Lagos,Shop,0
Boudchou,Lagos,Shop,0
Yetty B Baby Store,Lagos,Shop,0
Demilade Baby Store,Lagos,Shop,0
Kene Baby's World,Lagos,Shop,0
Joyce Babies Clothing,Lagos,Shop,0
Ebbysom Baby Store,Lagos,Shop,0
"Promise Hospital, Sango-ota",Ogun,Hospital,1
"Promise Hospital, Dopemu",Lagos,Shop,0
Kings and Queens Fast Food,Ogun,Restaurant,0
Planet Ventures,Ogun,Shop,0
RCCG Gethsemane Chapel,Ogun,Place of worship,0
Bud's Hat and Beads,Lagos,Shop,0
Olu Adebo Hospital,Lagos,Hospital,0
Oluchi Restaurant,Lagos,Restaurant,0
Mobonike Pharmacy,Lagos,Pharmacy,0
Fasanmi Clinic And Maternity Limited,Lagos,Hospital,0
Ashaka General Hospital,Delta,Hospital,0
Mt. Olive Clinic,Lagos,Hospital,0
May and Baker Nigeria Plc,Lagos,Factory,0
"May and Baker Nigeria Plc, Ota",Ogun,Factory,0
"Toronto Hospital, Anambra",Anambra,Hospital,0
Araba Specialist Clinic,Lagos,Hospital,0
Prettie Sheay Cakez,Lagos,Shop,0
Diva Cakes,Lagos,Shop,0
Ponders End Clinic,Edo,Hospital,0
Soteria Eye Clinic,Delta,Hospital,0
Delta Careers College,Delta,School,0
"Zion Baptist Church, Ekpan",Delta,Place of worship,0
TopChuqs World,Delta,Building,0
"Foursquare Gospel Church, Hospital Road",Delta,Place of worship,0
"Foursquare Gospel Church, Warri District",Delta,Place of worship,0
Elanth Plaza,Delta,Building,0
"Grail Centre, Warri",Delta,Place of worship,0
"Grail Centre, Asaba",Delta,Place of worship,0
"Grail Centre, Umuahia",Abia,Place of worship,0
"Grail Message Center, Aba",Abia,Place of worship,0
Grailland,Lagos,Shop,0
Jochills Services,Lagos,Shop,0
P Best Restaurant,Lagos,Restaurant,0
Ancilla Catholic Hospital,Lagos,Hospital,0
"Ancilla Catholic Eye Centre, Lekki",Lagos,Hospital,0
Tolu Catering Service,Lagos,Shop,0
Yewande Store,Lagos,Shop,0
Chidi Stores,Lagos,Shop,0
JOAD Event Centre,Lagos,Hall,0
Archy Pharmaceutical,Lagos,Pharmacy,0
Philnbos,Lagos,Restaurant,0
Oke Aro Pig Farm,Lagos,Nature,0
Ok Shawarma,Lagos,Restaurant,0
Arit Private School,Lagos,College,0
Ladam Communications,Lagos,Book Shop,0
"Grail Message Centre, Abuja",Abuja,Place of worship,0
"The Grail Centre, Abakaliki",Ebonyi,Place of worship,0
"Grail Centre, Abeokuta",Ogun,Place of worship,0
"Grail Centre, Agbara",Lagos,Place of worship,0
"The Grail Centre, Agege",Lagos,Place of worship,0
"The Grail Centre, Akure",Ondo,Place of worship,0
Ondo State University of Science and Technology,Ondo,University,1
"NCCF Family House, Enugu",Enugu,Building,96
"Caritas University, Enugu",Enugu,University,143
Annunciation Specialist Hospital,Enugu,Hospital,145
Pamilerin beer parlour,Lagos,Lounge,0
Yinkus Kitchen,Lagos,Restaurant,0
"Favour Restaurant, Agege",Lagos,Restaurant,0
Anuoluwapo Food Canteen,Lagos,Restaurant,0
Lady T Food Canteen,Lagos,Restaurant,0
Mummy Ope Stores,Lagos,Restaurant,0
Ozor Beer Parlour,Lagos,Lounge,0
Chi - Klass Beer Parlour,Lagos,Lounge,0
Shade Adu Beer Parlour,Lagos,Lounge,0
Park Lane Specialist Hospital,Enugu,Hospital,112
Enugu State University Teaching Hospital,Enugu,Hospital,205
"University of Nigeria Teaching Hospital, Enugu",Enugu,Hospital,109
Niger Foundation Hospital and Diagnostic Centre,Enugu,Hospital,146
St. Patrick Specialist Hospital and Maternity,Enugu,Hospital,111
Ekochin Hospital,Enugu,Hospital,124
Cabrini Bar and Restaurant,Enugu,Restaurant,116
"Federal Neuro-Psychiatric Hospital, Enugu",Enugu,Hospital,118
De Pines,Enugu,Lounge,90
"The Apostolic Church, Enugu",Enugu,Place of worship,66
"Open Sharaton, Enugu",Enugu,Restaurant,91
Church Of Resurrection Power,Enugu,Place of worship,90
Discovery Plaza,Enugu,Mall,213
"Assemblies of God Church, Chime Avenue",Enugu,Place of worship,114
Austin Graces Dental Clinic,Enugu,Hospital,159
Ntachi Osa Food,Enugu,Restaurant,129
The Blend,Enugu,Restaurant,165
Friendly Supermarket,Enugu,Shop,158
Ksley Mega Lottery,Enugu,,31
Dolphin Restaurant,Enugu,Restaurant,107
"Dolphin Restaurant, Abuja",Abuja,Restaurant,0
"Dolphin Restaurant, Uwani",Enugu,Restaurant,122
BLD Lounge and Bar,Enugu,Lounge,144
BIgard Memorial Seminary,Enugu,School,60
"The Grail Centre, Eket",Akwa Ibom,Place of worship,1
"Anglican Girl's Grammer School, Awkunanaw",Enugu,School,34
Nwatu Bar,Enugu,Lounge,97
Happy Panda,Enugu,Restaurant,54
Mickies Bar and Grill,Enugu,Restaurant,90
Spices Lounge,Enugu,Lounge,18
De Dome Event Centre,Enugu,Hall,48
Saint Mulumba Catholic Church,Enugu,Place of worship,86
Enugu Recreation Club,Enugu,Club,18
Kids and More,Enugu,Boutique,101
Enugu Sports Club,Enugu,Club,114
Apple Restaurant,Enugu,Restaurant,76
New Berries Park,Enugu,Park,124
"Octopus Chinese Restaurant, Enugu",Enugu,Restaurant,88
Flemish Cottage,Enugu,Restaurant,54
Buchi Egolum Hospital,Enugu,Hospital,70
Golden Toast Fast Food,Enugu,Restaurant,51
The Arriba Entertainment Centre,Enugu,Lounge,146
ROBAN Stores,Enugu,Shop,0
Edge City Bar,Enugu,Lounge,69
Enugu Golf Club,Enugu,Sport arena,101
Chitis Restaurant,Enugu,Restaurant,80
Estee's Smallchops,Enugu,Restaurant,112
Golden Dishes,Enugu,Restaurant,116
Ibari Ogwa Restaurant,Enugu,Restaurant,123
"Hungry man Restaurant, Owerri",Imo,Restaurant,0
Lamonde Chinese Restaurant,Imo,Restaurant,0
Orachoice,Rivers,Restaurant,234
Mr. Bigg's - Port harcourt,Rivers,Restaurant,429
La Kings,Rivers,Restaurant,346
Ezem Medical Centre,Imo,Hospital,0
Bamboo Towers,Oyo,Lounge,0
Olubuse Bar,Oyo,Lounge,0
"Kokodome, Ibadan",Oyo,Club,0
Florida Comprehensive College,Lagos,College,0
Rubis Bar and Grill,Abuja,Lounge,0
Play Sports Bar,Abuja,Lounge,0
O'neal,Abuja,Restaurant,0
"The Code, Abuja",Abuja,Restaurant,0
Ocean 11 Restaurant,Abuja,Restaurant,0
Le Rêve Café: The Cookie Box,Abuja,Restaurant,0
"The French Bakery, Abuja",Abuja,Bakery,0
"The Hungry Man, Abuja",Abuja,Restaurant,0
"The Flaming Pan, Abuja",Abuja,Restaurant,0
Nkoye Restaurant,Abuja,Restaurant,0
Shirley's,Abuja,Bakery,0
"Judy’s Preparatory School, Abuja",Abuja,School,0
"Baptist High School, Abuja",Abuja,School,0
"Madonna Model Schools, Abuja",Abuja,School,0
"Regina Pacis College, Abuja",Abuja,School,0
Raberto Schools,Abuja,School,0
Olumawu College,Abuja,School,0
"The Bees Knees School, Abuja",Abuja,School,0
Florence Ade-Akodu International School,Abuja,School,0
Grace Garden International School,Abuja,School,0
"Nigerian Universities E-Learning, Abuja",Abuja,Government Building,0
National Universities Commission,Abuja,Government Building,0
African University of Science and Technology,Abuja,University,0
Esteem International School,Abuja,School,0
Funtaj International School,Abuja,School,0
"Tiggy Winklers School, Abuja",Abuja,School,0
"Sure Start Private School, Gwanrinpa",Abuja,School,0
Premiere Academy,Abuja,School,0
"The Hillside School, Gwarimpa",Abuja,School,0
Start-Rite Schools,Abuja,School,0
White Plains British School,Abuja,School,0
"Capville Schools, Abuja",Abuja,School,0
"American International School, Abuja",Abuja,School,0
Shining Pearls Limited,Abuja,Shop,0
"American International School, Maitama",Abuja,School,0
"Benford International School, Abuja",Abuja,School,1
Crossover Restaurant,Abuja,Restaurant,0
Topzee Kiddies,Abuja,Shop,0
Qeenette Kiddies,Abuja,Shop,0
Jenny Restaurant,Abuja,Restaurant,0
"805 Restaurant, Abuja",Abuja,Restaurant,5
Simple Dishes,Abuja,Restaurant,0
Natural Nation,Abuja,Shop,0
Crush Food,Abuja,Restaurant,0
The Little Diner,Abuja,Restaurant,0
Cozi Restaurant,Abuja,Restaurant,0
Kilowatt,Abuja,Lounge,0
Touch Of Michelles,Abuja,School,0
Abuja Unity Hospital and Maternity,Abuja,Hospital,1
"La Soirée Lounge, Lugbe",Abuja,Lounge,0
"Estate Cafe, Lugbe",Abuja,Other,0
Wholesome Start Home School,Abuja,School,0
Agnes Hospital,Abuja,Hospital,0
"Aguda Hospital, Abuja",Abuja,Hospital,0
Al-Bama Clinics,Abuja,Hospital,0
"L.E.A Primary School, Wuse",Abuja,School,0
Adedam Limited,Abuja,Shop,0
Sauki Private Hospital,Abuja,Hospital,3
Graphix Ad Ltd,Abuja,,0
Medixal Pharmacy Limited,Abuja,Pharmacy,0
Sheer Essence Nigeria Limited,Abuja,Boutique,0
Marvera Kitchen Krafts,Abuja,Restaurant,0
SA-Gar Restaurant,Abuja,Restaurant,0
Greenland Garden and Bar,Abuja,Restaurant,0
Hatlab Ice-Cream Delite,Abuja,Restaurant,0
"fidelity Bank, Birrel Avenue",Lagos,Building,0
Buddyz Place,Cross River,Lounge,0
Angles Bar and Lounge,Cross River,Lounge,0
Fereprod Medical Centre,Abuja,Hospital,8
Amana Medical Centre,Abuja,Hospital,0
Hennyplan Supermarket,Cross River,Shop,0
Abuja Emergency Medical Services,Abuja,Hospital,2
Spar Supermarket Calabar,Cross River,Shop,0
Cross River Tourism Bureau,Cross River,Government Building,0
Zinary Dental Clinic,Abuja,Hospital,0
University of Calabar Teaching Hospital,Cross River,Hospital,0
Melasy Restaurant,Abuja,Restaurant,0
"Federal Neuro-Psychiatric Hospital, Calabar",Cross River,Hospital,3
La Crest Integrated Concepts Ltd,Abuja,Shop,0
National Museum Calabar,Cross River,Museum,0
U.J. Esuene Stadium,Cross River,Sport arena,0
Edna and Sons Supermarket,Cross River,Shop,0
Main Library Calabar,Cross River,Library,0
"Filmhouse Cinema, Calabar",Cross River,Cinema Hall,0
Calabar Municipal Government Headquarters,Cross River,Government Building,0
"Federal Government Girls’ College, Calabar",Cross River,School,0
Malbo Pharmacy and Store,Abuja,Pharmacy,0
Unicem Head Office Calabar,Cross River,Factory,0
"Malbo Pharmacy, Gwarinpa",Abuja,Pharmacy,0
Best Schools International,Abuja,School,0
Hillcrest School,Plateau,School,0
Great Commission Movement of Nigeria,Plateau,Place of worship,0
"Brila Fm, Kaduna",Kaduna,Media House,0
"Ostrich Bakery, Polytechnic road",Kaduna,Bakery,0
"Ostrich Bakery, Ahmadu Bello",Kaduna,Bakery,0
"Ostrich Bakery, Osogbo",Osun,Bakery,0
Osogbo City Hall,Osun,Hall,0
"Brila Fm, Lagos",Lagos,Media House,0
"National Archives of Nigeria, Calabar",Cross River,Government Building,0
National Archives of Nigeria Ibadan,Oyo,Government Building,0
"National Archives of Nigeria, Enugu",Enugu,Government Building,92
Lagos State Records And Archives Bureau (LASRAB),Lagos,Government Building,0
"Mount Zion Baptist Church, Magodo",Lagos,Place of worship,0
"Karis School, Magodo",Lagos,College,0
"Divine Grace Plaza, Magodo",Lagos,Shop,0
Crabs 'n' Snails Restaurant,Lagos,Shop,0
More4Less Supermarket,Lagos,Shop,0
Estate Plaza,Lagos,Shop,0
Islamic Education Foundation,Lagos,Place of worship,0
"Brila Fm, Abuja",Abuja,Media House,0
Magodo Central Mosque,Lagos,Place of worship,0
Isheri Mainland Club,Lagos,Club,0
Tender Care International Schools,Lagos,Shop,0
Degwo Investments Limited,Lagos,Shop,0
Sojoee Clothing Store,Lagos,Shop,0
Tob Plaza,Lagos,Shop,0
"Foursquare Gospel Church, Magodo",Lagos,Place of worship,0
"RCCG House of Glory, Magodo",Lagos,Place of worship,0
Lynnwood Technologies Nigeria Limited,Lagos,Building,0
Kesabeso Enterprises,Lagos,Shop,0
"Christ Apostolic Mission Church, isheri",Lagos,Place of worship,0
Eko FM,Lagos,Building,0
Iseri Oke Central Mosque,Lagos,Place of worship,0
Lois Cakes,Lagos,Shop,0
"Wunmi Catering Services, Isheri",Lagos,Restaurant,0
"Sweet Sensation, Omole",Lagos,Restaurant,0
"Sweet Sensation, Victoria Island",Lagos,Restaurant,0
"Niiras Restaurant ,Ojodu Berger",Lagos,Restaurant,0
City 105.1 FM,Lagos,Building,0
Isheri Retail Market,Lagos,Market,0
"County Hospital, Ikeja",Lagos,Hospital,0
Lagos State Public Work Corporation,Lagos,Building,0
Jordan's Fast Food and Grill Berger,Lagos,Restaurant,0
I-Krylic International,Lagos,Building,0
"Lanrab Ventures, Ojodu",Lagos,Shop,0
IAEA Data Recovery Company,Lagos,Building,0
"Istrok Ventures, Berger",Lagos,Shop,0
Need Stores,Lagos,Shop,0
"Global God's Grace Communications, Berger",Lagos,Shop,0
Lady Cee Store,Lagos,Shop,0
Great Touch Store,Lagos,Shop,0
"Quincy Bliss Couture, Ikeja",Lagos,Shop,0
K Clean Boutique,Lagos,Shop,0
Alausa Shopping Mall,Lagos,Shop,0
Kelly G,Lagos,Shop,0
IT Westerncross,Lagos,Building,0
Chopers Unisex Boutique,Lagos,Shop,0
De Precious Boutique,Lagos,Shop,0
Cammy Best Boutique,Lagos,Shop,0
"Wise Men Apparel, Ikoyi",Lagos,Shop,0
"Wise Men Apparel, Abuja",Abuja,Shop,0
"Wise Men Apparel, Opebi",Lagos,Shop,0
"Wise Men Apparel, Victoria Island",Lagos,Shop,0
Martlord Technology,Lagos,Building,0
Whomp International Centre For Alternative Therapy,Lagos,Hospital,0
Nigerian Bottling Company Plc,Lagos,Building,0
"Royan Hospital, Berger",Lagos,Hospital,0
Pin-Point Design Concept,Lagos,Building,0
"Nigerian Bottling Company, Iddo",Lagos,Building,0
Iddo Market,Lagos,Market,0
The Bridgeway School,Lagos,School,0
Mile 12 Market,Lagos,Market,0
Daleko Market,Lagos,Market,0
Kara Market,Lagos,Market,10
"Splashers Technologies, Ojodu",Lagos,Building,0
Alma Stores,Lagos,Shop,0
Riverside Montessori School,Lagos,School,0
"Eleganza Plaza, Apapa",Lagos,Building,0
Orlaz Grill and Sharwama,Lagos,Restaurant,0
"Opic Plaza, Ikeja",Lagos,Building,0
Opic House and Events Center,Lagos,Building,0
Rainbow 94.1 Fm,Lagos,Building,0
"Eleganza Shopping Mall, Lekki",Lagos,Building,0
New Heights Automobile Limited,Lagos,Building,0
Sparklight Estate,Lagos,Building,0
"Redeemed Christian Church of God, Berger",Lagos,Place of worship,0
Kehinde Isijola and Co,Lagos,Building,0
"Apo Resettlement Zone C, Isheri",Lagos,Building,0
WIHU International Company,Lagos,Factory,0
"Yeshua High School, Ojodu",Lagos,School,0
"Jode Events Company, Isheri",Lagos,Hall,0
"Eleganza Industrial City, Lekki",Lagos,Factory,204
Conarock Bookstore,Lagos,Book Shop,0
Always Nice Meal Restaurant,Lagos,Restaurant,0
Foldamich Auto Nigeria Limited,Lagos,Building,0
Dressmart Kembus Limited,Lagos,Shop,0
ESTA and PRACE,Lagos,Shop,0
Divine Favour Enterprise,Lagos,Shop,0
Lagos Talk 91.3 FM,Lagos,Media House,0
Imperial Drinks Store,Lagos,Shop,0
"Oviq Boutique, Ojodu",Lagos,Shop,0
Facial Affairs,Lagos,Shop,0
Abula Mamaput and Bar,Lagos,Restaurant,0
Kelvino Spot Restaurant,Lagos,Restaurant,0
White House,Lagos,Restaurant,0
"Hannsam Varieties Store, Ojodu",Lagos,Shop,0
"Looking Good Boutique, Ojodu",Lagos,Shop,0
Good Shepherd Estate,Lagos,Shop,0
O'Link Healing Herbs Centre,Lagos,Shop,0
"Anchor Pharmacy, Ojodu",Lagos,Pharmacy,0
"St Paul Anglican Church, Berger",Lagos,Place of worship,0
Bemil Nigeria Limited,Lagos,Building,0
The Kitchen Towers Isheri,Lagos,Hall,0
"Adron Homes and Properties Limited,Ojodu",Lagos,Building,0
"Mr Bigg's, Omole",Lagos,Restaurant,0
Amala Shitta,Lagos,Restaurant,0
Khimi's Kitchen,Lagos,Restaurant,0
Amala Phase 1,Lagos,Restaurant,0
Emeka Bar,Lagos,Lounge,0
Firewood Restaurant and Grill,Lagos,Restaurant,0
Citizen Medical Centre,Lagos,Hospital,0
Divine Medical Centre,Lagos,Hospital,0
"Suya Cafe, Ikeja",Lagos,Restaurant,0
Ray Pharmacy And Supermarket,Lagos,Pharmacy,0
Fumman Juice,Lagos,Factory,1
Odunsi Stores,Lagos,Shop,0
Mummy Dammy Trading Stores,Lagos,Restaurant,0
"Iya Eba, Lagos Island",Lagos,Restaurant,0
Thoyin Foods,Lagos,Restaurant,0
Prince bar and Restaurant,Lagos,Lounge,0
Olaiya Amala,Lagos,Restaurant,0
Corporate rice and swallow,Lagos,Restaurant,0
Bank Olemoh Designer's Rice,Lagos,Restaurant,0
Amala Canada,Lagos,Restaurant,0
"Julius Enterprise, Berger",Lagos,Shop,0
Office of Facilities Management and Maintenance,Lagos,Building,0
Ajisafe Buka,Lagos,Restaurant,0
Ticklers Restaurant and Bakery,Lagos,Restaurant,0
"Amala Yahoo, Ogudu",Lagos,Restaurant,0
Kalabar Kitchen,Lagos,Restaurant,0
"Concourse Bar, Ketu",Lagos,Lounge,0
"Calabar Kitchen, Ikeja",Lagos,Restaurant,0
"Lavada Cocktails, Ketu",Lagos,Restaurant,0
"Kenvic Autos, Ketu",Lagos,Building,0
"Tos Funerals, Ikeja",Lagos,Building,0
Kalabar Restaurant and Bar,Abuja,Restaurant,0
"Harvesters International Christian Centre, Ikeja",Lagos,Place of worship,0
"Regency Hall, Ikeja",Lagos,Hall,0
"Calabar Restaurant, Kubwa",Abuja,Restaurant,0
LCCI Conference and Exhibition Centre,Lagos,Hall,0
Emmy Kitchen Restaurant,Abuja,Restaurant,0
"International Church of Christ, Ikeja",Lagos,Place of worship,0
Aziza Design,Lagos,Building,0
"Defence Car Park Canteen, Marina",Lagos,Restaurant,0
"Stella’s Kitchen, Ikeja",Lagos,Restaurant,0
"Yakoyo, Ilupeju",Lagos,Restaurant,0
Chaelhowamic Nig Ltd,Lagos,Factory,0
Tasty Hut,Lagos,Restaurant,0
"Mind Builders School, Ikeja",Lagos,College,0
"Grace Family International Church, Ikeja",Lagos,Place of worship,0
The New Sharp'ner Bar,Lagos,Lounge,0
"Corporate Affairs Commission, Ikeja",Lagos,Government Building,2
"Mayfair Hall, Ikeja",Lagos,Hall,0
"Alex Automobile Store, Ikeja",Lagos,Shop,0
White White,Lagos,Shop,0
"Sallies Fabrics, Ikeja",Lagos,Shop,0
Ikeja Electric,Lagos,Government Building,0
Alausa Mini Market,Lagos,Market,0
"Ministry of Physical Planning and Urban Development, Ikeja",Lagos,Government Building,0
"Lagos State Ministry of Works and Infrastructure, Ikeja",Lagos,Government Building,0
"Chartered Institute of Personnel Management of Nigeria, Ikeja",Lagos,Government Building,0
Lagos State Secretariat Mosque,Lagos,Place of worship,0
"Mr. Bigg's, Ikosi",Lagos,Restaurant,0
Goldenhand Cakes 'N' Decor,Lagos,Shop,0
Willy Bar,Lagos,Lounge,0
Lababa Bar,Lagos,Lounge,0
Wemimo Stores,Lagos,Shop,0
Indian Language School,Lagos,School,0
Taj Restaurant,Lagos,Restaurant,0
Harzoyka Indian Restaurant,Lagos,Restaurant,1
"Yakoyo, Ketu",Lagos,Restaurant,0
"Iya Amala Canteen, Police College",Lagos,Restaurant,0
"Cadbury Nigeria, Ikeja",Lagos,Factory,0
Mama Ebo Pepper Rice,Lagos,Restaurant,0
Ghana High Restaurant,Lagos,Restaurant,0
Irobolu Restaurant,Lagos,Restaurant,0
Donastic Supermarket,Lagos,Shop,0
"Disc Communications Limited, Ikeja",Lagos,Building,0
Saudi Food Palace Limited,Lagos,Restaurant,0
Obalende Suya Junction,Lagos,Restaurant,0
"Federal Inland Revenue Service, Ikeja",Lagos,Government Building,0
LTV Blue Roof Arena,Lagos,Hall,0
Lagos Television Station,Lagos,Media House,1
"Nigeria Bottling Company, Ikeja",Lagos,Factory,0
Best Care Hospital,Lagos,Hospital,0
Mama Tawa's Store,Lagos,Shop,0
Roseline Store,Lagos,Shop,0
Adeyemi Bero Auditorium,Lagos,Cultural centre,0
Hopement Nigeria,Lagos,Shop,0
Twins Motor Mechanic,Lagos,Shop,0
Carmax Autocare,Lagos,Shop,0
Butterfield Bakery,Lagos,Bakery,0
Absolute Elegance Couture Cakes,Lagos,Bakery,0
Bakers World,Lagos,Bakery,0
Best Way Supermarket,Lagos,Shop,0
"Blenco Supermarket, Ajah",Lagos,Shop,5
"Blenco Stores, Ikeja",Lagos,Shop,0
BG Mart Superstores,Lagos,Shop,0
Royal Cream Bakery,Lagos,Bakery,0
El-Baracad Supermarket,Lagos,Shop,0
Beach Town Mall,Lagos,Shop,0
"Debonairs Pizza, Ikeja",Lagos,Restaurant,1
Bullnet Real Estate,Lagos,Building,0
Adidas Nigeria,Lagos,Shop,1
"Airtel Shop, Ikeja City Mall",Lagos,Shop,0
"Nigerian Tourism Development Corporation, Ikeja",Lagos,Cultural centre,0
Twins Faja Supermarket,Lagos,Shop,0
"Primaltek Plaza, Idimu",Lagos,Shop,0
"Prima Tek Plaza, Okota",Lagos,Shop,0
"Thrillers, Okota",Lagos,Restaurant,0
"Thrillers, Festac",Lagos,Restaurant,0
Biss Restaurant,Lagos,Restaurant,0
Shepherd Specialist Hospital,Lagos,Hospital,0
"The Wealthy Place Church, Festac",Lagos,Place of worship,0
"The Wealthy Place, Port Harcourt",Rivers,Place of worship,236
"Commonwealth Of Zion Assembly, Ilorin",Kwara,Place of worship,1
"Commonwealth Of Zion Assembly, Lagos",Lagos,Place of worship,0
Sheba Centre,Lagos,Hall,0
Stella Obasanjo Hall,Kwara,Hall,0
Ola-Olu Hospital,Kwara,Hospital,1
Merciful God Medicine Store,Kwara,Pharmacy,0
JR Cakes,Kwara,Restaurant,0
Apple Supermarket,Lagos,Shop,0
Avocado Supermarket,Lagos,Shop,0
Master Supermarket,Lagos,Shop,0
Iya Orobo Restaurant,Lagos,Restaurant,0
Smiles Pharmacy,Lagos,Pharmacy,0
Mama G Pavilion,Lagos,Restaurant,0
Mama Christopher,Lagos,Restaurant,0
Rose Bassy Bar and Restaurant,Lagos,Restaurant,0
A Place Of Great Local Cuisine,Lagos,Restaurant,0
Iya Okele Food Canteen,Lagos,Restaurant,0
Peculiar Assorted Boutique,Lagos,Boutique,0
Office Of The Lagos State Surveyor General,Lagos,Government Building,0
Philkon Bar,Lagos,Restaurant,0
Chris Gardens,Lagos,Building,0
Mama Sunday Store,Lagos,Shop,0
C and J Ventures,Lagos,Shop,0
Gong Africa News,Lagos,Media House,1
God Frozen Foods,Lagos,Shop,0
Mustard Seed Ventures,Lagos,Shop,0
Kaflab Catering Services,Lagos,Building,0
Mummy Haishat Stores,Lagos,Shop,0
Mango,Lagos,Shop,0
"Olaoluwa Food Cateen, Ikeja",Lagos,Restaurant,0
Wil Fej General Stores,Lagos,Shop,0
Christ Embassy Camp Ground,Lagos,Place of worship,0
The Greta Scantlebury Musik,Lagos,Media House,2
"Fine Restaurant, Ikeja",Lagos,Restaurant,0
Joy Will Boutique,Lagos,Boutique,0
Gibra White Hr Consulting,Lagos,Building,0
Wonder 4 Me,Lagos,Shop,0
Abraham Restaurant,Lagos,Restaurant,0
Isaiah Stores,Lagos,Shop,0
Erisco Foods Limited,Lagos,Factory,0
Wumex Provision Store,Lagos,Shop,0
R Becky Store,Lagos,Shop,0
Typearls Events and crafts,Lagos,Hall,0
Trackoy Office And Home Improvement Limited,Lagos,Building,0
Rytom Auto Parts,Lagos,Open arena,0
Sawake Ventures Limited,Lagos,Shop,0
De - Bee's,Lagos,Restaurant,0
Kaffy Store,Lagos,Boutique,0
Emirates Supermarket,Lagos,Shop,0
Mama Ibrahim Ventures,Lagos,Shop,0
Gift Link Frozen Foods,Lagos,Shop,0
Triciavon,Lagos,Shop,0
Deke Patient Medicine Shop,Lagos,Pharmacy,0
